label,text
negative,@JetBlue it was but obviously it wasn't linked as there is nothing there when I tried to book with it.
positive,@JetBlue Awesome! Thank you! ;)
negative,@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/
neutral,@JetBlue Using JetBlue miles?
negative,@JetBlue I guess I have to redo the Flight Booking Problems. Ugh!
negative,@JetBlue that sucks. Oh well.
negative,@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy
neutral,@JetBlue Using JetBlue air miles?
negative,@JetBlue someone is here but has no info smh one bag came off  and then nothing
negative,@JetBlue there's is nothing there because apparently I have to connect them for that to be true.
negative,@JetBlue can u see what's holding up flt 1002 bags? One bag came out nothing else for 10 minutes
negative,@JetBlue why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.
positive,@JetBlue thanks for update http://t.co/K7uBOTMr1r
neutral,@JetBlue I can't call right now. My baby just fell asleep.
positive,@JetBlue @amybruni @DIRECTTV but of course! :-) #bestdressed #bluecarpet
neutral,@JetBlue yesterday's deal?
neutral,@JetBlue I have an email that says I have to sign on to the travel bank?  How do I that?
negative,"@JetBlue yes, last month when Boston got the first big snow storm and my flight was Cancelled Flightled."
negative,@JetBlue where did my travel bank credit go?  I can't call you right now.
positive,"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!"
positive,@JetBlue thank you! I'm excited to fly with you for the first time.
positive,@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!
negative,"@JetBlue Love your airline...hate your website.  Just tried to book 2 tickets (1 w miles, 1 w/out).  Absolute joke.   Needs a lot of work!"
positive,@JetBlue thanks so much for your condolences and quick response. It is very much appreciated
positive,@JetBlue Thank you Alicia!  #ExceptionalService
negative,"@JetBlue yes, We have de baggage claim, I'm so sad for the baggage and how They treat Us 😞 please we need That baggage"
negative,"@JetBlue my mom's baggage is lost, in fly 1557 fort lauderdale-Bogotá today, Colombian employees treated us badly , need help please"
negative,@JetBlue No changes made. My son's pass printed on same conf #. Just mine not print after I expressed disapptment w/ JetBlue
negative,@JetBlue Cancelled Flighted 😢
negative,"@JetBlue the first place but I really didn't need the extra stress at this already terrible time. Oh by the way, I made the flight with 30"
negative,"@JetBlue that I missed my flight. I had to book this flight extremely last minute due to a family death, there's no excuse for attitude in"
negative,"@JetBlue I fly w/u as much as I can, however your kiosks were broken in SYR and there was 1 woman working the ticket counter.. She had a"
neutral,@JetBlue Even 5 years after the earthquake...Haiti still needs helps in rebuilding #flyingitforward
neutral,@JetBlue yup 33036 feet. But no selfie.
positive,@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq
neutral,@JetBlue the you above all commercials? Like the legroom one
neutral,@JetBlue Will do.  I'll tell him you say hey.
neutral,"@JetBlue my wife and I booked last minute flights for a funeral separately, but we would like seats 2gether, can you do this if we DM conf#s"
positive,@JetBlue ok thank you for the quick response JetBlue still the best comp
positive,"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb"
negative,@JetBlue flying to Denver March 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago
negative,@JetBlue waiting for a flight to FL for 1/2 marathon tmrw 4 charity. U bumped us 2a Late Flightr flight &amp; then Cancelled FlightLED IT. How can you fix this?
neutral,@JetBlue Fliers to Gain Access to WSJ Content - Analyst Blog - Nasdaq http://t.co/dWEse7Xidr
positive,@JetBlue oh definitely. I kind of only fly JetBlue.
negative,@JetBlue if you want to fly in a storm that's your right. But give us the choice. We have kids and don't want to chance it. #nixchangefees
neutral,"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K"
neutral,@JetBlue while in Haiti Id do food distribution for hundreds of hungry kids in nearby villages. #flyingitforward http://t.co/lTf2quD3Xc
neutral,"@JetBlue I'd go back to Haiti to deliver shoes, books&amp;medicine to kids I met in orphanage last year. #flyingitforward http://t.co/pGoeUXnsPI"
neutral,@JetBlue Airways Now Covered by Bank of America (JBLU) - Dakota Financial News http://t.co/WOwxhpU5qv
neutral,@JetBlue I would like to receive offers.
neutral,"@JetBlue may I check my 17-month-old child's fold-up crib for free on my flight tomorrow, similar to your policy for infant car seats?"
neutral,"@JetBlue offers free flights for ""Fly it Forward"" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via @usatodaytravel #travel #cause"
neutral,@JetBlue When are you guys doing a dualcam with @RedReserve ?
neutral,@JetBlue Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg
negative,@JetBlue you #fail. Snow coming to DC area. Tried to get on earlier flight. You refused. Now flight 6.5 hours delayed. Greedy and foolish.
negative,“@JetBlue: @benjaminokeefe Thanks for including us on your tour! Did you pack your winter coat?”Unfortunately yes ❄️⛄️ #WereNotinCaliAnymore
positive,"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth 👍👍 😊 #happytweet"
neutral,@JetBlue going to San Juan!
negative,@jetblue is the website down? Can't print boarding pass
positive,@JetBlue Thanks!
neutral,@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS
positive,"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)"
positive,"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek"
positive,@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood
neutral,@JetBlue real shit my nigga north don't play around!
positive,@JetBlue word thanks
neutral,@JetBlue by any chance do u offer fresh guacamole on your flights
neutral,@JetBlue Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time http://t.co/yMMH9k4CBr
neutral,@JetBlue Thank you ! What about Paris ? Could we arrange something from there ?
neutral,@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG
neutral,@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF
negative,"@JetBlue It's not ideal, but it's okay. Better Late Flight than never! :)"
negative,"@JetBlue yeah that's all been done. Define ""incidentals""? How much can I spend on gear so this trip is not a waste?"
negative,@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...
positive,"@JetBlue 162, SMF to JFK!"
neutral,@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation
negative,@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people
negative,@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue
negative,@JetBlue now we are delayed until 1:02! This is ridiculous
negative,@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/
neutral,@JetBlue oh. Makes sense. My bad.
negative,@JetBlue 1242 now?! I may cry!
negative,@JetBlue why won't the site let me book tickets for nov for jfk to kin?
negative,@JetBlue Late Flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  #flt348
positive,@JetBlue of course !!!!
positive,@JetBlue thank you
positive,@JetBlue thanks! I'll do it.
negative,@JetBlue yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially
neutral,@JetBlue: DCA to Nantucket - Washington Business Journal http://t.co/ebxC94kFJD
positive,@JetBlue thank you so much for your effort
positive,@JetBlue thanks for letting us know. Hoping for no more delays!
negative,@JetBlue appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!
neutral,@JetBlue my phone number when you have any news for me is (631)891-5722
negative,@JetBlue flight 348 is a freaking nightmare tonight #sittingonthetarmac #delay
neutral,@JetBlue 😭 I used points can I get them back if I decide not to go?
neutral,@JetBlue is that one on the picture http://t.co/lxwbsfxfj0
negative,@JetBlue I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!
positive,@JetBlue thanks!!
neutral,@JetBlue can you share where it is coming from?
neutral,“@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.” Will do!
negative,@JetBlue what's up with the broken tv in seat 6F on flight 1818 today? Planned to catch the @cavs game!!! Nooooo
neutral,@JetBlue April 6th. Anything specific I should know for my first flight?
negative,@JetBlue I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer
negative,@JetBlue I'm on flt 700 lax to FLL both ppl are sleeping so Id rather not disturb in flight. Tried to dl movie no go http://t.co/Nh2i9ZlzMk
negative,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!
